id,prefix,name,chi2,pval
42593,b'7-syntactic_feature__obj_word__current_user_utterance__condiments-s',7,5.6983,0.1272
27851,b'5-phrase_feature__noun_phrases__current_user_utterance__reminder_insert',5,5.6983,0.1272
27844,b'5-phrase_feature__noun_phrases__current_user_utterance__reminder_call_megan',5,5.6983,0.1272
27843,b'5-phrase_feature__noun_phrases__current_user_utterance__reminder_call',5,5.6983,0.1272
27842,b'5-phrase_feature__noun_phrases__current_user_utterance__reminder_3,4',5,5.6983,0.1272
27838,b'5-phrase_feature__noun_phrases__current_user_utterance__remidners',5,5.6983,0.1272
44944,b'7-syntactic_feature__root_word__next_system_utterance__carrier',7,5.6983,0.1272
27816,b'5-phrase_feature__noun_phrases__current_user_utterance__red_onions',5,5.6983,0.1272
42736,b'7-syntactic_feature__obj_word__current_user_utterance__hw',7,5.6983,0.1272
27799,b'5-phrase_feature__noun_phrases__current_user_utterance__re_wb_time',5,5.6983,0.1272
27798,b'5-phrase_feature__noun_phrases__current_user_utterance__re_wb',5,5.6983,0.1272
42620,b'7-syntactic_feature__obj_word__current_user_utterance__damamin',7,5.6983,0.1272
44753,b'7-syntactic_feature__root_word__next_system_utterance__3',7,5.6983,0.1272
44733,b'7-syntactic_feature__root_word__current_user_utterance__yogurt',7,5.6983,0.1272
44728,b'7-syntactic_feature__root_word__current_user_utterance__workout',7,5.6983,0.1272
44720,b'7-syntactic_feature__root_word__current_user_utterance__wb',7,5.6983,0.1272
44711,b'7-syntactic_feature__root_word__current_user_utterance__vera',7,5.6983,0.1272
44705,b'7-syntactic_feature__root_word__current_user_utterance__towel',7,5.6983,0.1272
44698,b'7-syntactic_feature__root_word__current_user_utterance__tomato',7,5.6983,0.1272
25335,b'5-phrase_feature__noun_phrases__current_user_utterance__clear_reminders',5,5.6983,0.1272
44688,b'7-syntactic_feature__root_word__current_user_utterance__talk',7,5.6983,0.1272
45046,b'7-syntactic_feature__root_word__next_system_utterance__cushion',7,5.6983,0.1272
27865,b'5-phrase_feature__noun_phrases__current_user_utterance__remove3',5,5.6983,0.1272
27866,b'5-phrase_feature__noun_phrases__current_user_utterance__remove7',5,5.6983,0.1272
27874,b'5-phrase_feature__noun_phrases__current_user_utterance__reoccurring',5,5.6983,0.1272
45383,b'7-syntactic_feature__root_word__next_system_utterance__melissa',7,5.6983,0.1272
45361,b'7-syntactic_feature__root_word__next_system_utterance__malik',7,5.6983,0.1272
28103,b'5-phrase_feature__noun_phrases__current_user_utterance__shopping_sealant',5,5.6983,0.1272
45301,b'7-syntactic_feature__root_word__next_system_utterance__kyle',7,5.6983,0.1272
45296,b'7-syntactic_feature__root_word__next_system_utterance__know',7,5.6983,0.1272
45272,b'7-syntactic_feature__root_word__next_system_utterance__johnni',7,5.6983,0.1272
28085,b'5-phrase_feature__noun_phrases__current_user_utterance__sheila',5,5.6983,0.1272
28083,b'5-phrase_feature__noun_phrases__current_user_utterance__sheet_tonight',5,5.6983,0.1272
42493,b'7-syntactic_feature__obj_word__current_user_utterance__bastien',7,5.6983,0.1272
45263,b'7-syntactic_feature__root_word__next_system_utterance__jell-o',7,5.6983,0.1272
28035,b'5-phrase_feature__noun_phrases__current_user_utterance__seconda',5,5.6983,0.1272
28032,b'5-phrase_feature__noun_phrases__current_user_utterance__seat',5,5.6983,0.1272
45220,b'7-syntactic_feature__root_word__next_system_utterance__happi',7,5.6983,0.1272
28007,b'5-phrase_feature__noun_phrases__current_user_utterance__saturdaysaround_4pm',5,5.6983,0.1272
28004,b'5-phrase_feature__noun_phrases__current_user_utterance__saturday_9am',5,5.6983,0.1272
42515,b'7-syntactic_feature__obj_word__current_user_utterance__birthday',7,5.6983,0.1272
27955,b'5-phrase_feature__noun_phrases__current_user_utterance__s_bastien',5,5.6983,0.1272
27953,b'5-phrase_feature__noun_phrases__current_user_utterance__rylee',5,5.6983,0.1272
45175,b'7-syntactic_feature__root_word__next_system_utterance__garrett',7,5.6983,0.1272
45156,b'7-syntactic_feature__root_word__next_system_utterance__forget',7,5.6983,0.1272
27911,b'5-phrase_feature__noun_phrases__current_user_utterance__risking',5,5.6983,0.1272
42557,b'7-syntactic_feature__obj_word__current_user_utterance__captain',7,5.6983,0.1272
45118,b'7-syntactic_feature__root_word__next_system_utterance__erin',7,5.6983,0.1272
27883,b'5-phrase_feature__noun_phrases__current_user_utterance__repost_designet',5,5.6983,0.1272
45063,b'7-syntactic_feature__root_word__next_system_utterance__deez',7,5.6983,0.1272
42635,b'7-syntactic_feature__obj_word__current_user_utterance__designet',7,5.6983,0.1272
44686,b'7-syntactic_feature__root_word__current_user_utterance__syrup',7,5.6983,0.1272
42637,b'7-syntactic_feature__obj_word__current_user_utterance__deuc',7,5.6983,0.1272
27560,b'5-phrase_feature__noun_phrases__current_user_utterance__pattern',5,5.6983,0.1272
44590,b'7-syntactic_feature__root_word__current_user_utterance__meet',7,5.6983,0.1272
27552,b'5-phrase_feature__noun_phrases__current_user_utterance__past',5,5.6983,0.1272
27550,b'5-phrase_feature__noun_phrases__current_user_utterance__pasha',5,5.6983,0.1272
44573,b'7-syntactic_feature__root_word__current_user_utterance__line',7,5.6983,0.1272
44571,b'7-syntactic_feature__root_word__current_user_utterance__leg',7,5.6983,0.1272
27547,b'5-phrase_feature__noun_phrases__current_user_utterance__part_towels_deodorant',5,5.6983,0.1272
44566,b'7-syntactic_feature__root_word__current_user_utterance__kttinz1',7,5.6983,0.1272
27546,b'5-phrase_feature__noun_phrases__current_user_utterance__part_towels',5,5.6983,0.1272
44557,b'7-syntactic_feature__root_word__current_user_utterance__jeff',7,5.6983,0.1272
44555,b'7-syntactic_feature__root_word__current_user_utterance__item',7,5.6983,0.1272
44551,b'7-syntactic_feature__root_word__current_user_utterance__ilst',7,5.6983,0.1272
44549,b'7-syntactic_feature__root_word__current_user_utterance__hour',7,5.6983,0.1272
27545,b'5-phrase_feature__noun_phrases__current_user_utterance__part',5,5.6983,0.1272
44535,b'7-syntactic_feature__root_word__current_user_utterance__gon',7,5.6983,0.1272
42722,b'7-syntactic_feature__obj_word__current_user_utterance__hamburg',7,5.6983,0.1272
44533,b'7-syntactic_feature__root_word__current_user_utterance__gift',7,5.6983,0.1272
44531,b'7-syntactic_feature__root_word__current_user_utterance__gauz',7,5.6983,0.1272
44526,b'7-syntactic_feature__root_word__current_user_utterance__franci',7,5.6983,0.1272
27506,b'5-phrase_feature__noun_phrases__current_user_utterance__pads_costco',5,5.6983,0.1272
44514,b'7-syntactic_feature__root_word__current_user_utterance__eras',7,5.6983,0.1272
42733,b'7-syntactic_feature__obj_word__current_user_utterance__hroup',7,5.6983,0.1272
44513,b'7-syntactic_feature__root_word__current_user_utterance__envelop',7,5.6983,0.1272
44504,b'7-syntactic_feature__root_word__current_user_utterance__dr.g',7,5.6983,0.1272
44500,b'7-syntactic_feature__root_word__current_user_utterance__donat',7,5.6983,0.1272
44497,b'7-syntactic_feature__root_word__current_user_utterance__dog',7,5.6983,0.1272
44592,b'7-syntactic_feature__root_word__current_user_utterance__milk',7,5.6983,0.1272
27586,b'5-phrase_feature__noun_phrases__current_user_utterance__peeler_\\',5,5.6983,0.1272
27730,b'5-phrase_feature__noun_phrases__current_user_utterance__products',5,5.6983,0.1272
27587,b'5-phrase_feature__noun_phrases__current_user_utterance__peeler_\\_nvinegar',5,5.6983,0.1272
44679,b'7-syntactic_feature__root_word__current_user_utterance__steve',7,5.6983,0.1272
27722,b'5-phrase_feature__noun_phrases__current_user_utterance__priests',5,5.6983,0.1272
44676,b'7-syntactic_feature__root_word__current_user_utterance__stain',7,5.6983,0.1272
27704,b'5-phrase_feature__noun_phrases__current_user_utterance__potatoe',5,5.6983,0.1272
27696,b'5-phrase_feature__noun_phrases__current_user_utterance__porkloin',5,5.6983,0.1272
44670,b'7-syntactic_feature__root_word__current_user_utterance__snore',7,5.6983,0.1272
44668,b'7-syntactic_feature__root_word__current_user_utterance__snapshot',7,5.6983,0.1272
44651,b'7-syntactic_feature__root_word__current_user_utterance__say',7,5.6983,0.1272
42664,b'7-syntactic_feature__obj_word__current_user_utterance__everyday',7,5.6983,0.1272
42665,b'7-syntactic_feature__obj_word__current_user_utterance__expect',7,5.6983,0.1272
44648,b'7-syntactic_feature__root_word__current_user_utterance__salad',7,5.6983,0.1272
44647,b'7-syntactic_feature__root_word__current_user_utterance__rice',7,5.6983,0.1272
42673,b'7-syntactic_feature__obj_word__current_user_utterance__fi',7,5.6983,0.1272
44644,b'7-syntactic_feature__root_word__current_user_utterance__repost',7,5.6983,0.1272
44643,b'7-syntactic_feature__root_word__current_user_utterance__remove7',7,5.6983,0.1272
44642,b'7-syntactic_feature__root_word__current_user_utterance__remove3',7,5.6983,0.1272
44640,b'7-syntactic_feature__root_word__current_user_utterance__remindersl',7,5.6983,0.1272
44633,b'7-syntactic_feature__root_word__current_user_utterance__rackspac',7,5.6983,0.1272
27600,b'5-phrase_feature__noun_phrases__current_user_utterance__peppet',5,5.6983,0.1272
44630,b'7-syntactic_feature__root_word__current_user_utterance__propan',7,5.6983,0.1272
27589,b'5-phrase_feature__noun_phrases__current_user_utterance__pellets',5,5.6983,0.1272
42700,b'7-syntactic_feature__obj_word__current_user_utterance__genifiqu',7,5.6983,0.1272
44623,b'7-syntactic_feature__root_word__current_user_utterance__peroxid',7,5.6983,0.1272
44621,b'7-syntactic_feature__root_word__current_user_utterance__pea',7,5.6983,0.1272
44610,b'7-syntactic_feature__root_word__current_user_utterance__now',7,5.6983,0.1272
27005,b'5-phrase_feature__noun_phrases__current_user_utterance__make',5,5.6983,0.1272
26989,b'5-phrase_feature__noun_phrases__current_user_utterance__madies_gift',5,5.6983,0.1272
28120,b'5-phrase_feature__noun_phrases__current_user_utterance__show_lisy',5,5.6983,0.1272
43741,b'7-syntactic_feature__obj_word__next_system_utterance__veggi',7,5.6983,0.1272
43756,b'7-syntactic_feature__obj_word__next_system_utterance__windex',7,5.6983,0.1272
25836,b'5-phrase_feature__noun_phrases__current_user_utterance__few_hours_today',5,5.6983,0.1272
43354,b'7-syntactic_feature__obj_word__next_system_utterance__hi',7,5.6983,0.1272
43358,b'7-syntactic_feature__obj_word__next_system_utterance__honey',7,5.6983,0.1272
43361,b'7-syntactic_feature__obj_word__next_system_utterance__https://goo.gl/2lealb\\n\\ntyp',7,5.6983,0.1272
25816,b'5-phrase_feature__noun_phrases__current_user_utterance__family_members_group',5,5.6983,0.1272
25796,b'5-phrase_feature__noun_phrases__current_user_utterance__expectations',5,5.6983,0.1272
25795,b'5-phrase_feature__noun_phrases__current_user_utterance__examiner_tomorrow',5,5.6983,0.1272
24779,b'5-phrase_feature__noun_phrases__current_user_utterance__avocados__',5,5.6983,0.1272
25768,b'5-phrase_feature__noun_phrases__current_user_utterance__empty_shopping_list',5,5.6983,0.1272
25767,b'5-phrase_feature__noun_phrases__current_user_utterance__empty_shopping',5,5.6983,0.1272
43385,b'7-syntactic_feature__obj_word__next_system_utterance__https://goo.gl/iq1fv9\\n\\ntyp',7,5.6983,0.1272
25748,b'5-phrase_feature__noun_phrases__current_user_utterance__eduardo',5,5.6983,0.1272
24896,b'5-phrase_feature__noun_phrases__current_user_utterance__belting',5,5.6983,0.1272
43731,b'7-syntactic_feature__obj_word__next_system_utterance__two',7,5.6983,0.1272
24841,b'5-phrase_feature__noun_phrases__current_user_utterance__bastien',5,5.6983,0.1272
24849,b'5-phrase_feature__noun_phrases__current_user_utterance__batteries',5,5.6983,0.1272
25728,b'5-phrase_feature__noun_phrases__current_user_utterance__early_monday',5,5.6983,0.1272
25715,b'5-phrase_feature__noun_phrases__current_user_utterance__dunn_brothers',5,5.6983,0.1272
25714,b'5-phrase_feature__noun_phrases__current_user_utterance__dunn',5,5.6983,0.1272
25708,b'5-phrase_feature__noun_phrases__current_user_utterance__dry_pads_costco',5,5.6983,0.1272
24866,b'5-phrase_feature__noun_phrases__current_user_utterance__bday',5,5.6983,0.1272
24869,b'5-phrase_feature__noun_phrases__current_user_utterance__bday_reso',5,5.6983,0.1272
25676,b'5-phrase_feature__noun_phrases__current_user_utterance__dr_peppet',5,5.6983,0.1272
25665,b'5-phrase_feature__noun_phrases__current_user_utterance__dr.g_monday5',5,5.6983,0.1272
25664,b'5-phrase_feature__noun_phrases__current_user_utterance__dr.g',5,5.6983,0.1272
25851,b'5-phrase_feature__noun_phrases__current_user_utterance__fis',5,5.6983,0.1272
25858,b'5-phrase_feature__noun_phrases__current_user_utterance__fix-a-flat',5,5.6983,0.1272
24673,b'5-phrase_feature__noun_phrases__current_user_utterance__alexis_today',5,5.6983,0.1272
43774,b'7-syntactic_feature__obj_word__next_user_utterance__1,3,4,5,6,7,8',7,5.6983,0.1272
43803,b'7-syntactic_feature__obj_word__next_user_utterance__3,4,8,9',7,5.6983,0.1272
26060,b'5-phrase_feature__noun_phrases__current_user_utterance__grapes_marie_callender',5,5.6983,0.1272
26059,b'5-phrase_feature__noun_phrases__current_user_utterance__grapes_marie',5,5.6983,0.1272
26048,b'5-phrase_feature__noun_phrases__current_user_utterance__grandparents',5,5.6983,0.1272
24615,b'5-phrase_feature__noun_phrases__current_user_utterance__aaa',5,5.6983,0.1272
24616,b'5-phrase_feature__noun_phrases__current_user_utterance__aaa_batteries',5,5.6983,0.1272
43289,b'7-syntactic_feature__obj_word__next_system_utterance__discsrd',7,5.6983,0.1272
26007,b'5-phrase_feature__noun_phrases__current_user_utterance__gifts',5,5.6983,0.1272
26000,b'5-phrase_feature__noun_phrases__current_user_utterance__genifique',5,5.6983,0.1272
43798,b'7-syntactic_feature__obj_word__next_user_utterance__26th',7,5.6983,0.1272
43796,b'7-syntactic_feature__obj_word__next_user_utterance__25',7,5.6983,0.1272
25999,b'5-phrase_feature__noun_phrases__current_user_utterance__gene_\\',5,5.6983,0.1272
24639,b'5-phrase_feature__noun_phrases__current_user_utterance__advance',5,5.6983,0.1272
43302,b'7-syntactic_feature__obj_word__next_system_utterance__everyday',7,5.6983,0.1272
25975,b'5-phrase_feature__noun_phrases__current_user_utterance__game_tomorrow',5,5.6983,0.1272
43307,b'7-syntactic_feature__obj_word__next_system_utterance__feet',7,5.6983,0.1272
43308,b'7-syntactic_feature__obj_word__next_system_utterance__final',7,5.6983,0.1272
25952,b'5-phrase_feature__noun_phrases__current_user_utterance__fucking_sweetp_\\',5,5.6983,0.1272
25951,b'5-phrase_feature__noun_phrases__current_user_utterance__fucking_sweetp',5,5.6983,0.1272
24668,b'5-phrase_feature__noun_phrases__current_user_utterance__alert_open_rm',5,5.6983,0.1272
25937,b'5-phrase_feature__noun_phrases__current_user_utterance__frozen_food_fries',5,5.6983,0.1272
24669,b'5-phrase_feature__noun_phrases__current_user_utterance__aleve',5,5.6983,0.1272
25896,b'5-phrase_feature__noun_phrases__current_user_utterance__food_fries',5,5.6983,0.1272
43328,b'7-syntactic_feature__obj_word__next_system_utterance__genifiqu',7,5.6983,0.1272
25891,b'5-phrase_feature__noun_phrases__current_user_utterance__following_sunday',5,5.6983,0.1272
24890,b'5-phrase_feature__noun_phrases__current_user_utterance__being',5,5.6983,0.1272
24897,b'5-phrase_feature__noun_phrases__current_user_utterance__belting_shaver',5,5.6983,0.1272
26988,b'5-phrase_feature__noun_phrases__current_user_utterance__madies',5,5.6983,0.1272
25221,b'5-phrase_feature__noun_phrases__current_user_utterance__cheddar',5,5.6983,0.1272
25125,b'5-phrase_feature__noun_phrases__current_user_utterance__car_seat',5,5.6983,0.1272
43631,b'7-syntactic_feature__obj_word__next_system_utterance__rephras',7,5.6983,0.1272
43630,b'7-syntactic_feature__obj_word__next_system_utterance__remove7',7,5.6983,0.1272
43629,b'7-syntactic_feature__obj_word__next_system_utterance__remove3',7,5.6983,0.1272
25474,b'5-phrase_feature__noun_phrases__current_user_utterance__creamer_sugar_salad',5,5.6983,0.1272
25473,b'5-phrase_feature__noun_phrases__current_user_utterance__creamer_sugar',5,5.6983,0.1272
25138,b'5-phrase_feature__noun_phrases__current_user_utterance__carla',5,5.6983,0.1272
43500,b'7-syntactic_feature__obj_word__next_system_utterance__my',7,5.6983,0.1272
25140,b'5-phrase_feature__noun_phrases__current_user_utterance__carleigh_love',5,5.6983,0.1272
43614,b'7-syntactic_feature__obj_word__next_system_utterance__provolon',7,5.6983,0.1272
43610,b'7-syntactic_feature__obj_word__next_system_utterance__porkloin',7,5.6983,0.1272
25210,b'5-phrase_feature__noun_phrases__current_user_utterance__chat',5,5.6983,0.1272
25222,b'5-phrase_feature__noun_phrases__current_user_utterance__cheddar_cheese',5,5.6983,0.1272
43701,b'7-syntactic_feature__obj_word__next_system_utterance__syring',7,5.6983,0.1272
43594,b'7-syntactic_feature__obj_word__next_system_utterance__peppet',7,5.6983,0.1272
25257,b'5-phrase_feature__noun_phrases__current_user_utterance__chicken_tomorrow',5,5.6983,0.1272
25258,b'5-phrase_feature__noun_phrases__current_user_utterance__chicken_tomorrow_morning',5,5.6983,0.1272
25294,b'5-phrase_feature__noun_phrases__current_user_utterance__cigarette',5,5.6983,0.1272
25310,b'5-phrase_feature__noun_phrases__current_user_utterance__claims_examiner_tomorrow',5,5.6983,0.1272
25402,b'5-phrase_feature__noun_phrases__current_user_utterance__condiments-sally',5,5.6983,0.1272
25370,b'5-phrase_feature__noun_phrases__current_user_utterance__code_kttinz1e',5,5.6983,0.1272
25313,b'5-phrase_feature__noun_phrases__current_user_utterance__class_june',5,5.6983,0.1272
43552,b'7-syntactic_feature__obj_word__next_system_utterance__nasalcrom',7,5.6983,0.1272
25326,b'5-phrase_feature__noun_phrases__current_user_utterance__cleaning_supplies',5,5.6983,0.1272
25331,b'5-phrase_feature__noun_phrases__current_user_utterance__clear_ilst',5,5.6983,0.1272
25332,b'5-phrase_feature__noun_phrases__current_user_utterance__clear_item',5,5.6983,0.1272
25522,b'5-phrase_feature__noun_phrases__current_user_utterance__damamine',5,5.6983,0.1272
25533,b'5-phrase_feature__noun_phrases__current_user_utterance__date',5,5.6983,0.1272
43475,b'7-syntactic_feature__obj_word__next_system_utterance__marcu',7,5.6983,0.1272
25542,b'5-phrase_feature__noun_phrases__current_user_utterance__day_gifts',5,5.6983,0.1272
24946,b'5-phrase_feature__noun_phrases__current_user_utterance__blood_orange',5,5.6983,0.1272
24947,b'5-phrase_feature__noun_phrases__current_user_utterance__blood_sunday',5,5.6983,0.1272
25636,b'5-phrase_feature__noun_phrases__current_user_utterance__do',5,5.6983,0.1272
25627,b'5-phrase_feature__noun_phrases__current_user_utterance__dish_washing_pellets',5,5.6983,0.1272
25626,b'5-phrase_feature__noun_phrases__current_user_utterance__dish_washing',5,5.6983,0.1272
25622,b'5-phrase_feature__noun_phrases__current_user_utterance__discsrd',5,5.6983,0.1272
25619,b'5-phrase_feature__noun_phrases__current_user_utterance__discard_agnes_birthday',5,5.6983,0.1272
25618,b'5-phrase_feature__noun_phrases__current_user_utterance__discard_agnes',5,5.6983,0.1272
25617,b'5-phrase_feature__noun_phrases__current_user_utterance__discard',5,5.6983,0.1272
25007,b'5-phrase_feature__noun_phrases__current_user_utterance__bread_grapes',5,5.6983,0.1272
25008,b'5-phrase_feature__noun_phrases__current_user_utterance__bread_grapes_marie',5,5.6983,0.1272
25614,b'5-phrase_feature__noun_phrases__current_user_utterance__direct_tv',5,5.6983,0.1272
25605,b'5-phrase_feature__noun_phrases__current_user_utterance__dill_pickles',5,5.6983,0.1272
25011,b'5-phrase_feature__noun_phrases__current_user_utterance__breadcrumbs',5,5.6983,0.1272
25027,b'5-phrase_feature__noun_phrases__current_user_utterance__brothers',5,5.6983,0.1272
25582,b'5-phrase_feature__noun_phrases__current_user_utterance__designet',5,5.6983,0.1272
43662,b'7-syntactic_feature__obj_word__next_system_utterance__seven',7,5.6983,0.1272
25073,b'5-phrase_feature__noun_phrases__current_user_utterance__cabinet',5,5.6983,0.1272
43657,b'7-syntactic_feature__obj_word__next_system_utterance__scotbtownsend',7,5.6983,0.1272
25088,b'5-phrase_feature__noun_phrases__current_user_utterance__call_amy',5,5.6983,0.1272
25089,b'5-phrase_feature__noun_phrases__current_user_utterance__call_amy_mims',5,5.6983,0.1272
25108,b'5-phrase_feature__noun_phrases__current_user_utterance__cane',5,5.6983,0.1272
25109,b'5-phrase_feature__noun_phrases__current_user_utterance__cane_n',5,5.6983,0.1272
25116,b'5-phrase_feature__noun_phrases__current_user_utterance__caps',5,5.6983,0.1272
25117,b'5-phrase_feature__noun_phrases__current_user_utterance__caps_office',5,5.6983,0.1272
43804,b'7-syntactic_feature__obj_word__next_user_utterance__3,5,6,7',7,5.6983,0.1272
24609,b'5-phrase_feature__noun_phrases__current_user_utterance___',5,5.6983,0.1272
24606,b'5-phrase_feature__noun_phrases__current_user_utterance__\\_nvinegar',5,5.6983,0.1272
44013,b'7-syntactic_feature__obj_word__next_user_utterance__email',7,5.6983,0.1272
44048,b'7-syntactic_feature__obj_word__next_user_utterance__gooey',7,5.6983,0.1272
43117,b'7-syntactic_feature__obj_word__next_system_utterance__2-3',7,5.6983,0.1272
44047,b'7-syntactic_feature__obj_word__next_user_utterance__goodnight',7,5.6983,0.1272
43129,b'7-syntactic_feature__obj_word__next_system_utterance__@laura',7,5.6983,0.1272
43130,b'7-syntactic_feature__obj_word__next_system_utterance__@remind',7,5.6983,0.1272
43132,b'7-syntactic_feature__obj_word__next_system_utterance___',7,5.6983,0.1272
43139,b'7-syntactic_feature__obj_word__next_system_utterance__alcohol',7,5.6983,0.1272
44027,b'7-syntactic_feature__obj_word__next_user_utterance__fish',7,5.6983,0.1272
26726,b'5-phrase_feature__noun_phrases__current_user_utterance__kasra',5,5.6983,0.1272
44017,b'7-syntactic_feature__obj_word__next_user_utterance__est',7,5.6983,0.1272
43148,b'7-syntactic_feature__obj_word__next_system_utterance__anthoni',7,5.6983,0.1272
44015,b'7-syntactic_feature__obj_word__next_user_utterance__envelop',7,5.6983,0.1272
44005,b'7-syntactic_feature__obj_word__next_user_utterance__dramamin',7,5.6983,0.1272
24602,b'5-phrase_feature__noun_phrases__current_user_utterance__\\_nto',5,5.6983,0.1272
43991,b'7-syntactic_feature__obj_word__next_user_utterance__deo',7,5.6983,0.1272
26691,b'5-phrase_feature__noun_phrases__current_user_utterance__johnny',5,5.6983,0.1272
26669,b'5-phrase_feature__noun_phrases__current_user_utterance__janna',5,5.6983,0.1272
43990,b'7-syntactic_feature__obj_word__next_user_utterance__delete1',7,5.6983,0.1272
43984,b'7-syntactic_feature__obj_word__next_user_utterance__dave',7,5.6983,0.1272
43983,b'7-syntactic_feature__obj_word__next_user_utterance__date',7,5.6983,0.1272
26667,b'5-phrase_feature__noun_phrases__current_user_utterance__jamie',5,5.6983,0.1272
26651,b'5-phrase_feature__noun_phrases__current_user_utterance__items_water_bottles',5,5.6983,0.1272
43977,b'7-syntactic_feature__obj_word__next_user_utterance__d6xedw3g',7,5.6983,0.1272
43972,b'7-syntactic_feature__obj_word__next_user_utterance__crunchi',7,5.6983,0.1272
26650,b'5-phrase_feature__noun_phrases__current_user_utterance__items_water',5,5.6983,0.1272
26621,b'5-phrase_feature__noun_phrases__current_user_utterance__items_panko',5,5.6983,0.1272
43114,b'7-syntactic_feature__obj_word__next_system_utterance__13',7,5.6983,0.1272
26765,b'5-phrase_feature__noun_phrases__current_user_utterance__kisses',5,5.6983,0.1272
44051,b'7-syntactic_feature__obj_word__next_user_utterance__grapefruit',7,5.6983,0.1272
43098,b'7-syntactic_feature__obj_word__current_user_utterance__wing',7,5.6983,0.1272
26982,b'5-phrase_feature__noun_phrases__current_user_utterance__ma',5,5.6983,0.1272
44119,b'7-syntactic_feature__obj_word__next_user_utterance__ll',7,5.6983,0.1272
43036,b'7-syntactic_feature__obj_word__current_user_utterance__syring',7,5.6983,0.1272
44114,b'7-syntactic_feature__obj_word__next_user_utterance__librari',7,5.6983,0.1272
43041,b'7-syntactic_feature__obj_word__current_user_utterance__task',7,5.6983,0.1272
43047,b'7-syntactic_feature__obj_word__current_user_utterance__that',7,5.6983,0.1272
44095,b'7-syntactic_feature__obj_word__next_user_utterance__kati',7,5.6983,0.1272
26929,b'5-phrase_feature__noun_phrases__current_user_utterance__lisy',5,5.6983,0.1272
44083,b'7-syntactic_feature__obj_word__next_user_utterance__job',7,5.6983,0.1272
26924,b'5-phrase_feature__noun_phrases__current_user_utterance__list_weight_watchers',5,5.6983,0.1272
26923,b'5-phrase_feature__noun_phrases__current_user_utterance__list_weight',5,5.6983,0.1272
44076,b'7-syntactic_feature__obj_word__next_user_utterance__item1',7,5.6983,0.1272
44072,b'7-syntactic_feature__obj_word__next_user_utterance__insulin',7,5.6983,0.1272
26878,b'5-phrase_feature__noun_phrases__current_user_utterance__list_biotene',5,5.6983,0.1272
26876,b'5-phrase_feature__noun_phrases__current_user_utterance__list_baking_powder',5,5.6983,0.1272
43068,b'7-syntactic_feature__obj_word__current_user_utterance__two',7,5.6983,0.1272
26872,b'5-phrase_feature__noun_phrases__current_user_utterance__list_\\_nsealant',5,5.6983,0.1272
26866,b'5-phrase_feature__noun_phrases__current_user_utterance__lis',5,5.6983,0.1272
43076,b'7-syntactic_feature__obj_word__current_user_utterance__user',7,5.6983,0.1272
44066,b'7-syntactic_feature__obj_word__next_user_utterance__hw',7,5.6983,0.1272
44063,b'7-syntactic_feature__obj_word__next_user_utterance__honey',7,5.6983,0.1272
44062,b'7-syntactic_feature__obj_word__next_user_utterance__hi',7,5.6983,0.1272
44060,b'7-syntactic_feature__obj_word__next_user_utterance__hamzah',7,5.6983,0.1272
44053,b'7-syntactic_feature__obj_word__next_user_utterance__group',7,5.6983,0.1272
26804,b'5-phrase_feature__noun_phrases__current_user_utterance__laundry_sink',5,5.6983,0.1272
26618,b'5-phrase_feature__noun_phrases__current_user_utterance__items_number',5,5.6983,0.1272
43965,b'7-syntactic_feature__obj_word__next_user_utterance__covr',7,5.6983,0.1272
26588,b'5-phrase_feature__noun_phrases__current_user_utterance__items_genifique',5,5.6983,0.1272
24521,b'5-phrase_feature__noun_phrases__current_user_utterance__5pm_today',5,5.6983,0.1272
26237,b'5-phrase_feature__noun_phrases__current_user_utterance__hroup',5,5.6983,0.1272
26230,b'5-phrase_feature__noun_phrases__current_user_utterance__hours_today',5,5.6983,0.1272
43850,b'7-syntactic_feature__obj_word__next_user_utterance__avacado',7,5.6983,0.1272
24537,b'5-phrase_feature__noun_phrases__current_user_utterance__8am_\\',5,5.6983,0.1272
24538,b'5-phrase_feature__noun_phrases__current_user_utterance__8am_\\_nto',5,5.6983,0.1272
43843,b'7-syntactic_feature__obj_word__next_user_utterance__anthoni',7,5.6983,0.1272
43237,b'7-syntactic_feature__obj_word__next_system_utterance__chore',7,5.6983,0.1272
26144,b'5-phrase_feature__noun_phrases__current_user_utterance__hamzah_member',5,5.6983,0.1272
26140,b'5-phrase_feature__noun_phrases__current_user_utterance__hamburgers',5,5.6983,0.1272
43841,b'7-syntactic_feature__obj_word__next_user_utterance__amanda',7,5.6983,0.1272
26138,b'5-phrase_feature__noun_phrases__current_user_utterance__hamburger_bread_grapes',5,5.6983,0.1272
43830,b'7-syntactic_feature__obj_word__next_user_utterance__actemra',7,5.6983,0.1272
24582,b'5-phrase_feature__noun_phrases__current_user_utterance__\\_n1',5,5.6983,0.1272
24584,b'5-phrase_feature__noun_phrases__current_user_utterance__\\_n_\\',5,5.6983,0.1272
43824,b'7-syntactic_feature__obj_word__next_user_utterance__<nasalcrom>',7,5.6983,0.1272
43823,b'7-syntactic_feature__obj_word__next_user_utterance__<babydoll>',7,5.6983,0.1272
43247,b'7-syntactic_feature__obj_word__next_system_utterance__cliniqu',7,5.6983,0.1272
26094,b'5-phrase_feature__noun_phrases__current_user_utterance__group_list',5,5.6983,0.1272
