id	name	prefix	chi2	pval
1453	6-entity_feature__entity__next_system_utterance__302010_NUMBER	6	9.5763	0.0225
1454	7-syntactic_feature__root_word__next_system_utterance__302010	7	9.5763	0.0225
1455	7-syntactic_feature__obj_word__next_user_utterance__i	7	9.5763	0.0225
1456	6-entity_feature__entity__next_system_utterance__566388_NUMBER	6	9.5724	0.0226
1457	7-syntactic_feature__root_word__next_system_utterance__566388	7	9.5724	0.0226
1458	6-entity_feature__entity__next_system_utterance__6_NUMBER	6	9.5724	0.0226
1459	7-syntactic_feature__subj_word__next_user_utterance__code	7	9.5691	0.0226
1460	5-phrase_feature__noun_phrases__next_system_utterance__bistro_restaurant	5	9.5613	0.0227
1461	4.1-ngram.current_user_utterance__german	4.1	9.5560	0.0227
1462	5-phrase_feature__noun_phrases__next_system_utterance__serving_british_food	5	9.5535	0.0228
1463	4.1-ngram.next_system_utterance__restaurant serving english	4.1	9.5291	0.0230
1464	4.1-ngram.next_system_utterance__serving english	4.1	9.5291	0.0230
1465	4.1-ngram.next_system_utterance__serving english food	4.1	9.5291	0.0230
1466	5-phrase_feature__noun_phrases__next_system_utterance__polish_restaurant	5	9.4906	0.0234
1467	5-phrase_feature__noun_phrases__next_user_utterance__price	5	9.4791	0.0236
1468	4.1-ngram.next_user_utterance__scandinavian	4.1	9.4685	0.0237
1469	5-phrase_feature__noun_phrases__next_system_utterance__curry_garden	5	9.4517	0.0239
1470	4.1-ngram.next_system_utterance__road city centre	4.1	9.4493	0.0239
1471	4.1-ngram.next_system_utterance__road city	4.1	9.4493	0.0239
1472	4.1-ngram.next_system_utterance__sorry thai restaurant	4.1	9.4457	0.0239
1473	4.1-ngram.next_system_utterance__sorry thai	4.1	9.4457	0.0239
1474	4.1-ngram.current_user_utterance__prices	4.1	9.4422	0.0240
1475	7-syntactic_feature__subj_word__next_system_utterance__kitchen	7	9.4417	0.0240
1476	4.1-ngram.current_user_utterance__japanese	4.1	9.4180	0.0242
1477	5-phrase_feature__noun_phrases__current_user_utterance__irish_food	5	9.4067	0.0243
1478	5-phrase_feature__noun_phrases__next_system_utterance__international_food	5	9.3813	0.0246
1479	4.1-ngram.next_system_utterance__milton road chesterton	4.1	9.3701	0.0248
1480	4.1-ngram.next_system_utterance__milton	4.1	9.3701	0.0248
1481	4.1-ngram.next_system_utterance__milton road	4.1	9.3701	0.0248
1482	7-syntactic_feature__root_word__next_user_utterance__right	7	9.3528	0.0250
1483	4.1-ngram.next_user_utterance__okay	4.1	9.3449	0.0250
1484	4.1-ngram.current_user_utterance__town serves	4.1	9.3232	0.0253
1485	4.1-ngram.next_user_utterance__price range	4.1	9.2656	0.0260
1486	4.1-ngram.next_user_utterance__range	4.1	9.2656	0.0260
1487	4.1-ngram.next_system_utterance__greek	4.1	9.2608	0.0260
1488	5-phrase_feature__noun_phrases__next_system_utterance__serving_crossover	5	9.2555	0.0261
1489	5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving_crossover	5	9.2555	0.0261
1490	5-phrase_feature__noun_phrases__next_system_utterance__serving_crossover_food	5	9.2555	0.0261
1491	4.1-ngram.next_user_utterance__phone number post	4.1	9.2432	0.0262
1492	4.1-ngram.next_user_utterance__number post	4.1	9.2432	0.0262
1493	4.1-ngram.next_user_utterance__number post code	4.1	9.2432	0.0262
1494	4.1-ngram.current_user_utterance__im looking singaporean	4.1	9.2325	0.0264
1495	4.1-ngram.current_user_utterance__looking singaporean food	4.1	9.2325	0.0264
1496	7-syntactic_feature__root_word__next_system_utterance__7	7	9.2020	0.0267
1497	7-syntactic_feature__subj_word__next_system_utterance__Ditton	7	9.2020	0.0267
1498	5-phrase_feature__noun_phrases__current_user_utterance__african_food	5	9.2020	0.0267
1499	4.1-ngram.next_system_utterance__moderate restaurant	4.1	9.2020	0.0267
1500	4.1-ngram.next_system_utterance__sorry moderate	4.1	9.2020	0.0267
1501	4.1-ngram.next_system_utterance__sorry moderate restaurant	4.1	9.2020	0.0267
1502	8.1-lda_feature.current_user_utterance__topic_5	8.1	9.1963	0.0268
1503	5-phrase_feature__noun_phrases__next_user_utterance__thanks	5	9.1945	0.0268
1504	7-syntactic_feature__obj_word__next_user_utterance__what	7	9.1829	0.0270
1505	4.1-ngram.next_user_utterance__know	4.1	9.1763	0.0270
1506	4.1-ngram.next_user_utterance__japanese	4.1	9.1644	0.0272
1507	4.1-ngram.next_user_utterance__international food	4.1	9.1587	0.0273
1508	7-syntactic_feature__subj_word__current_user_utterance__they	7	9.1584	0.0273
1509	4.1-ngram.next_user_utterance__looking	4.1	9.1509	0.0273
1510	4.1-ngram.next_user_utterance__jamaican	4.1	9.1415	0.0275
1511	4.1-ngram.next_user_utterance__whats post	4.1	9.1408	0.0275
1512	4.1-ngram.next_user_utterance__whats post code	4.1	9.1408	0.0275
1513	4.1-ngram.next_user_utterance__whats address phone	4.1	9.1318	0.0276
1514	7-syntactic_feature__root_word__next_user_utterance__serves	7	9.1293	0.0276
1515	4.1-ngram.current_user_utterance__spanish food	4.1	9.1292	0.0276
1516	4.1-ngram.next_system_utterance__cantonese restaurant right	4.1	9.1192	0.0277
1517	4.1-ngram.next_system_utterance__looking cantonese restaurant	4.1	9.1192	0.0277
1518	4.1-ngram.next_system_utterance__looking cantonese	4.1	9.1192	0.0277
1519	7-syntactic_feature__subj_word__next_system_utterance__gardenia	7	9.0990	0.0280
1520	4.1-ngram.current_user_utterance__want expensive restaurant	4.1	9.0866	0.0282
1521	4.1-ngram.current_user_utterance__um whats price	4.1	9.0573	0.0285
1522	4.1-ngram.next_system_utterance__looking malaysian restaurant	4.1	9.0550	0.0286
1523	4.1-ngram.next_system_utterance__malaysian restaurant right	4.1	9.0550	0.0286
1524	4.1-ngram.next_system_utterance__looking malaysian	4.1	9.0550	0.0286
1525	7-syntactic_feature__obj_word__current_user_utterance__type	7	9.0498	0.0286
1526	4.1-ngram.current_user_utterance__theres venue	4.1	9.0430	0.0287
1527	4.1-ngram.current_user_utterance__moroccan food	4.1	9.0127	0.0291
1528	4.1-ngram.next_system_utterance__prezzo	4.1	9.0007	0.0293
1529	4.1-ngram.next_user_utterance__im looking	4.1	8.9997	0.0293
1530	7-syntactic_feature__subj_word__next_system_utterance__restaurants	7	8.9897	0.0294
1531	5-phrase_feature__noun_phrases__current_user_utterance__fusion	5	8.9897	0.0294
1532	5-phrase_feature__noun_phrases__next_system_utterance__restaurants	5	8.9897	0.0294
1533	7-syntactic_feature__root_word__next_user_utterance__jamaican	7	8.9897	0.0294
1534	7-syntactic_feature__root_word__next_system_utterance__are	7	8.9897	0.0294
1535	7-syntactic_feature__root_word__next_user_utterance__noise	7	8.9892	0.0294
1536	4.1-ngram.current_user_utterance__repeat	4.1	8.9863	0.0295
1537	5-phrase_feature__noun_phrases__next_system_utterance__Park_Cherry	5	8.9828	0.0295
1538	5-phrase_feature__noun_phrases__next_system_utterance__Park_Cherry_Hinton	5	8.9828	0.0295
1539	5-phrase_feature__noun_phrases__next_system_utterance__2G_Cambridge_Leisure	5	8.9828	0.0295
1540	5-phrase_feature__noun_phrases__next_system_utterance__2G	5	8.9828	0.0295
1541	5-phrase_feature__noun_phrases__next_system_utterance__Leisure_Park_Cherry	5	8.9828	0.0295
1542	5-phrase_feature__noun_phrases__next_system_utterance__2G_Cambridge	5	8.9828	0.0295
1543	7-syntactic_feature__root_word__current_user_utterance__serves	7	8.9824	0.0295
1544	4.1-ngram.next_system_utterance__looking restaurant serving	4.1	8.9616	0.0298
1545	4.1-ngram.next_system_utterance__food right	4.1	8.9616	0.0298
1546	4.1-ngram.next_system_utterance__kind food right	4.1	8.9616	0.0298
1547	4.1-ngram.next_system_utterance__serving kind	4.1	8.9616	0.0298
1548	4.1-ngram.next_system_utterance__serving kind food	4.1	8.9616	0.0298
1549	4.1-ngram.next_system_utterance__restaurant serving kind	4.1	8.9616	0.0298
1550	4.1-ngram.next_system_utterance__english food	4.1	8.9557	0.0299
1551	4.1-ngram.current_user_utterance__west area	4.1	8.9479	0.0300
1552	4.1-ngram.next_system_utterance__sure nandos	4.1	8.9471	0.0300
1553	4.1-ngram.next_system_utterance__boat great restaurant	4.1	8.9389	0.0301
1554	4.1-ngram.next_system_utterance__rice boat great	4.1	8.9389	0.0301
1555	4.1-ngram.next_system_utterance__boat great	4.1	8.9389	0.0301
1556	4.1-ngram.current_user_utterance__whats price	4.1	8.9378	0.0301
1557	4.1-ngram.current_user_utterance__whats price range	4.1	8.9378	0.0301
1558	4.1-ngram.next_user_utterance__barbecue	4.1	8.9378	0.0301
1559	4.1-ngram.next_user_utterance__korean	4.1	8.9136	0.0305
1560	5-phrase_feature__noun_phrases__next_system_utterance__shiraz_restaurant	5	8.9118	0.0305
1561	4.1-ngram.next_system_utterance__tandoori great restaurant	4.1	8.9111	0.0305
1562	4.1-ngram.next_system_utterance__tandoori great	4.1	8.9111	0.0305
1563	4.1-ngram.next_system_utterance__greek food	4.1	8.8859	0.0308
1564	4.1-ngram.next_system_utterance__serving barbeque food	4.1	8.8828	0.0309
1565	4.1-ngram.next_system_utterance__barbeque food	4.1	8.8828	0.0309
1566	4.1-ngram.next_system_utterance__restaurant serving barbeque	4.1	8.8828	0.0309
1567	4.1-ngram.next_system_utterance__serving barbeque	4.1	8.8828	0.0309
1568	8.1-lda_feature.next_user_utterance__topic_12	8.1	8.8792	0.0309
1569	4.1-ngram.next_system_utterance__spice great	4.1	8.8781	0.0310
1570	4.1-ngram.next_system_utterance__royal spice great	4.1	8.8781	0.0310
1571	4.1-ngram.next_system_utterance__spice great restaurant	4.1	8.8781	0.0310
1572	4.1-ngram.next_user_utterance__does serve	4.1	8.8682	0.0311
1573	4.1-ngram.next_system_utterance__barbeque	4.1	8.8610	0.0312
1574	7-syntactic_feature__root_word__current_user_utterance__american	7	8.8376	0.0315
1575	5-phrase_feature__noun_phrases__next_system_utterance__english_restaurant	5	8.8249	0.0317
1576	4.1-ngram.next_user_utterance__french food	4.1	8.8236	0.0317
1577	4.1-ngram.next_system_utterance__serving cantonese	4.1	8.8155	0.0318
1578	4.1-ngram.next_system_utterance__serving cantonese food	4.1	8.8155	0.0318
1579	4.1-ngram.next_system_utterance__cantonese food	4.1	8.8155	0.0318
1580	4.1-ngram.next_system_utterance__restaurant serving cantonese	4.1	8.8155	0.0318
1581	7-syntactic_feature__root_word__current_user_utterance__could	7	8.8096	0.0319
1582	7-syntactic_feature__root_word__next_system_utterance__311053	7	8.7933	0.0322
1583	7-syntactic_feature__root_word__next_system_utterance__-16	7	8.7933	0.0322
1584	6-entity_feature__entity__next_system_utterance__311053_NUMBER	6	8.7933	0.0322
1585	5-phrase_feature__noun_phrases__next_system_utterance__tasty_italian_food	5	8.7933	0.0322
1586	5-phrase_feature__noun_phrases__next_system_utterance__Trumpington_Street	5	8.7933	0.0322
1587	5-phrase_feature__noun_phrases__next_system_utterance__serving_mediterranean_food	5	8.7933	0.0322
1588	5-phrase_feature__noun_phrases__next_system_utterance__Trumpington	5	8.7933	0.0322
1589	7-syntactic_feature__root_word__next_system_utterance__464550	7	8.7933	0.0322
1590	7-syntactic_feature__root_word__next_system_utterance__577786	7	8.7933	0.0322
1591	6-entity_feature__entity__next_system_utterance__577786_NUMBER	6	8.7933	0.0322
1592	5-phrase_feature__noun_phrases__next_system_utterance__Lane	5	8.7933	0.0322
1593	5-phrase_feature__noun_phrases__next_system_utterance__Grafton_Hotel	5	8.7933	0.0322
1594	5-phrase_feature__noun_phrases__next_system_utterance__Grafton	5	8.7933	0.0322
1595	6-entity_feature__entity__next_system_utterance__464550_NUMBER	6	8.7933	0.0322
1596	7-syntactic_feature__root_word__next_system_utterance__30	7	8.7933	0.0322
1597	7-syntactic_feature__root_word__current_user_utterance__fine	7	8.7711	0.0325
1598	4.1-ngram.next_user_utterance__modern european	4.1	8.7551	0.0327
1599	4.1-ngram.next_system_utterance__post code efes	4.1	8.7370	0.0330
1600	4.1-ngram.next_system_utterance__code efes	4.1	8.7370	0.0330
1601	4.1-ngram.next_system_utterance__code efes restaurant	4.1	8.7370	0.0330
1602	4.1-ngram.next_user_utterance__korean food	4.1	8.7242	0.0332
1603	5-phrase_feature__noun_phrases__next_system_utterance__modern_european_food	5	8.7161	0.0333
1604	4.1-ngram.next_user_utterance__oriental	4.1	8.7038	0.0335
1605	4.1-ngram.next_user_utterance__asian oriental	4.1	8.7038	0.0335
1606	5-phrase_feature__noun_phrases__next_system_utterance__french_food	5	8.6984	0.0336
1607	8.1-lda_feature.current_user_utterance__topic_15	8.1	8.6958	0.0336
1608	4.1-ngram.next_system_utterance__fen	4.1	8.6942	0.0336
1609	4.1-ngram.next_system_utterance__ditton	4.1	8.6942	0.0336
1610	4.1-ngram.next_system_utterance__fen ditton	4.1	8.6942	0.0336
1611	4.1-ngram.next_system_utterance__house	4.1	8.6832	0.0338
1612	4.1-ngram.current_user_utterance__want	4.1	8.6776	0.0339
1613	7-syntactic_feature__root_word__next_system_utterance__hinton	7	8.6521	0.0343
1614	5-phrase_feature__noun_phrases__next_system_utterance__meze_bar	5	8.6503	0.0343
1615	5-phrase_feature__noun_phrases__next_system_utterance__bar_restaurant	5	8.6503	0.0343
1616	5-phrase_feature__noun_phrases__next_system_utterance__meze_bar_restaurant	5	8.6503	0.0343
1617	5-phrase_feature__noun_phrases__next_system_utterance__galleria	5	8.6440	0.0344
1618	4.1-ngram.current_user_utterance__vegetarian	4.1	8.6395	0.0345
1619	4.1-ngram.current_user_utterance__caribbean food	4.1	8.6368	0.0345
1620	4.1-ngram.next_system_utterance__graffiti nice place	4.1	8.6336	0.0346
1621	4.1-ngram.current_user_utterance__want expensive	4.1	8.6270	0.0347
1622	7-syntactic_feature__root_word__current_user_utterance__range	7	8.6009	0.0351
1623	4.1-ngram.next_user_utterance__im	4.1	8.5798	0.0354
1624	4.1-ngram.current_user_utterance__bout asian	4.1	8.5663	0.0356
1625	4.1-ngram.next_user_utterance__try	4.1	8.5557	0.0358
1626	7-syntactic_feature__subj_word__next_system_utterance__raza	7	8.5530	0.0359
1627	5-phrase_feature__noun_phrases__next_system_utterance__serving_fusion_food	5	8.5457	0.0360
1628	5-phrase_feature__noun_phrases__next_system_utterance__restaurant_serving_fusion	5	8.5457	0.0360
1629	5-phrase_feature__noun_phrases__next_system_utterance__fusion_food	5	8.5457	0.0360
1630	5-phrase_feature__noun_phrases__next_system_utterance__serving_fusion	5	8.5457	0.0360
1631	5-phrase_feature__noun_phrases__next_system_utterance__spanish_restaurant	5	8.5457	0.0360
1632	4.1-ngram.next_user_utterance__want indian	4.1	8.5369	0.0361
1633	8.1-lda_feature.current_user_utterance__topic_45	8.1	8.5337	0.0362
1634	2.1-user_action_words.next_user_utterance__telephon	2.1	8.5335	0.0362
1635	5-phrase_feature__noun_phrases__next_user_utterance__telephone	5	8.5335	0.0362
1636	5-phrase_feature__noun_phrases__current_user_utterance__vegetarian_food	5	8.5279	0.0363
1637	7-syntactic_feature__root_word__next_system_utterance__johns	7	8.5260	0.0363
1638	5-phrase_feature__noun_phrases__next_system_utterance__Michael	5	8.5260	0.0363
1639	7-syntactic_feature__subj_word__next_system_utterance__mimosa	7	8.5260	0.0363
1640	5-phrase_feature__noun_phrases__next_system_utterance__Trinity_Street	5	8.5260	0.0363
1641	5-phrase_feature__noun_phrases__next_system_utterance__Chesterton_Road	5	8.5260	0.0363
1642	7-syntactic_feature__root_word__next_system_utterance__2G	7	8.5260	0.0363
1643	5-phrase_feature__noun_phrases__next_system_utterance__Chesterton_Road_Chesterton	5	8.5260	0.0363
1644	5-phrase_feature__noun_phrases__next_system_utterance__Church	5	8.5260	0.0363
1645	5-phrase_feature__noun_phrases__next_system_utterance__Church_Trinity	5	8.5260	0.0363
1646	5-phrase_feature__noun_phrases__next_system_utterance__Church_Trinity_Street	5	8.5260	0.0363
1647	5-phrase_feature__noun_phrases__next_system_utterance__Trinity	5	8.5260	0.0363
1648	5-phrase_feature__noun_phrases__next_system_utterance__St._Michael	5	8.5260	0.0363
1649	6-entity_feature__entity__next_system_utterance__191_NUMBER	6	8.5260	0.0363
1650	5-phrase_feature__noun_phrases__next_system_utterance__Trinity_Street_City	5	8.5260	0.0363
1651	7-syntactic_feature__subj_word__next_system_utterance__cote	7	8.5238	0.0363
1652	4.1-ngram.current_user_utterance__like restaurant	4.1	8.5237	0.0363
1653	4.1-ngram.next_system_utterance__house restaurant great	4.1	8.5227	0.0364
1654	5-phrase_feature__noun_phrases__current_user_utterance__jamaican_food	5	8.5066	0.0366
1655	5-phrase_feature__noun_phrases__next_system_utterance__crossover_food	5	8.5066	0.0366
1656	4.1-ngram.next_system_utterance__sorry indian restaurant	4.1	8.5051	0.0366
1657	4.1-ngram.next_system_utterance__sorry indian	4.1	8.5051	0.0366
1658	5-phrase_feature__noun_phrases__next_system_utterance__house_restaurant	5	8.4921	0.0369
1659	5-phrase_feature__noun_phrases__next_system_utterance__midsummer	5	8.4921	0.0369
1660	5-phrase_feature__noun_phrases__next_system_utterance__midsummer_house	5	8.4921	0.0369
1661	5-phrase_feature__noun_phrases__next_system_utterance__midsummer_house_restaurant	5	8.4921	0.0369
1662	4.1-ngram.next_system_utterance__halal	4.1	8.4880	0.0369
1663	5-phrase_feature__noun_phrases__next_user_utterance__portuguese	5	8.4860	0.0370
1664	4.1-ngram.next_system_utterance__sorry lebanese	4.1	8.4850	0.0370
1665	4.1-ngram.next_system_utterance__sorry lebanese restaurant	4.1	8.4850	0.0370
1666	4.1-ngram.next_user_utterance__okay whats	4.1	8.4809	0.0371
1667	4.1-ngram.next_system_utterance__number restaurant 01223	4.1	8.4677	0.0373
1668	4.1-ngram.next_system_utterance__meghna	4.1	8.4550	0.0375
1669	4.1-ngram.next_system_utterance__bistro restaurant matches	4.1	8.4550	0.0375
1670	4.1-ngram.current_user_utterance__okay whats	4.1	8.4519	0.0375
1671	4.1-ngram.next_user_utterance__north town	4.1	8.4498	0.0376
1672	4.1-ngram.next_system_utterance__north town expensive	4.1	8.4468	0.0376
1673	4.1-ngram.next_system_utterance__sorry danish	4.1	8.4395	0.0378
1674	4.1-ngram.next_system_utterance__sorry danish restaurant	4.1	8.4395	0.0378
1675	4.1-ngram.next_system_utterance__phone number royal	4.1	8.4328	0.0379
1676	4.1-ngram.next_system_utterance__number royal	4.1	8.4328	0.0379
1677	4.1-ngram.next_system_utterance__01223 327908	4.1	8.4217	0.0381
1678	4.1-ngram.next_system_utterance__phone number nandos	4.1	8.4217	0.0381
1679	4.1-ngram.next_system_utterance__number nandos	4.1	8.4217	0.0381
1680	4.1-ngram.next_system_utterance__327908	4.1	8.4217	0.0381
1681	4.1-ngram.next_user_utterance__okay address	4.1	8.4168	0.0381
1682	4.1-ngram.current_user_utterance__number type	4.1	8.4164	0.0381
1683	4.1-ngram.current_user_utterance__phone number type	4.1	8.4164	0.0381
1684	4.1-ngram.next_user_utterance__does	4.1	8.4082	0.0383
1685	4.1-ngram.next_user_utterance__serves mediterranean	4.1	8.3752	0.0389
1686	4.1-ngram.current_user_utterance__scottish	4.1	8.3708	0.0389
1687	5-phrase_feature__noun_phrases__current_user_utterance__cuban_food	5	8.3619	0.0391
1688	4.1-ngram.next_system_utterance__nice place east	4.1	8.3549	0.0392
1689	4.1-ngram.next_system_utterance__place east	4.1	8.3549	0.0392
1690	4.1-ngram.next_system_utterance__place east town	4.1	8.3549	0.0392
1691	4.1-ngram.current_user_utterance__moderate	4.1	8.3475	0.0394
1692	4.1-ngram.next_system_utterance__boat nice place	4.1	8.3465	0.0394
1693	5-phrase_feature__noun_phrases__next_system_utterance__british_restaurant	5	8.3331	0.0396
1694	5-phrase_feature__noun_phrases__next_system_utterance__sitar	5	8.3201	0.0398
1695	5-phrase_feature__noun_phrases__next_system_utterance__nandos_city_centre	5	8.3183	0.0399
1696	5-phrase_feature__noun_phrases__next_system_utterance__nandos_city	5	8.3183	0.0399
1697	4.1-ngram.next_system_utterance__newmarket road fen	4.1	8.2785	0.0406
1698	5-phrase_feature__noun_phrases__next_user_utterance__telephone_number	5	8.2543	0.0410
1699	4.1-ngram.next_user_utterance__alright	4.1	8.2234	0.0416
1700	4.1-ngram.next_system_utterance__portuguese restaurant matches	4.1	8.2098	0.0419
1701	4.1-ngram.current_user_utterance__price	4.1	8.2068	0.0419
1702	6-entity_feature__entity__next_system_utterance__christmas_SET	6	8.1949	0.0421
1703	5-phrase_feature__noun_phrases__next_user_utterance__moderate_price	5	8.1834	0.0424
1704	5-phrase_feature__noun_phrases__next_system_utterance__korean_food	5	8.1708	0.0426
1705	5-phrase_feature__noun_phrases__next_system_utterance__serving_unusual_food	5	8.1641	0.0427
1706	5-phrase_feature__noun_phrases__next_system_utterance__unusual_food	5	8.1641	0.0427
1707	4.1-ngram.next_system_utterance__nandos cambridge	4.1	8.1583	0.0429
1708	4.1-ngram.next_system_utterance__sure nandos cambridge	4.1	8.1583	0.0429
1709	4.1-ngram.next_system_utterance__nandos cambridge leisure	4.1	8.1583	0.0429
1710	4.1-ngram.next_system_utterance__alimentum great restaurant	4.1	8.1540	0.0429
1711	4.1-ngram.next_system_utterance__alimentum great	4.1	8.1540	0.0429
1712	4.1-ngram.next_system_utterance__restaurant alimentum great	4.1	8.1540	0.0429
1713	4.1-ngram.next_system_utterance__code backstreet bistro	4.1	8.1356	0.0433
1714	4.1-ngram.next_system_utterance__post code backstreet	4.1	8.1356	0.0433
1715	4.1-ngram.next_system_utterance__code backstreet	4.1	8.1356	0.0433
1716	4.1-ngram.next_user_utterance__east town	4.1	8.1285	0.0434
1717	4.1-ngram.next_system_utterance__west town prices	4.1	8.1284	0.0434
1718	7-syntactic_feature__subj_word__next_user_utterance__area	7	8.1193	0.0436
1719	7-syntactic_feature__root_word__next_user_utterance__french	7	8.1124	0.0437
1720	8.1-lda_feature.next_user_utterance__topic_21	8.1	8.0915	0.0442
1721	4.1-ngram.next_system_utterance__number royal spice	4.1	8.0891	0.0442
1722	4.1-ngram.next_system_utterance__01733 553355	4.1	8.0891	0.0442
1723	4.1-ngram.next_system_utterance__spice 01733	4.1	8.0891	0.0442
1724	4.1-ngram.next_system_utterance__royal spice 01733	4.1	8.0891	0.0442
1725	4.1-ngram.next_system_utterance__01733	4.1	8.0891	0.0442
1726	4.1-ngram.next_system_utterance__553355	4.1	8.0891	0.0442
1727	4.1-ngram.next_system_utterance__spice 01733 553355	4.1	8.0891	0.0442
1728	4.1-ngram.next_system_utterance__hut	4.1	8.0846	0.0443
1729	4.1-ngram.next_system_utterance__pizza hut	4.1	8.0846	0.0443
1730	4.1-ngram.next_system_utterance__nice place centre	4.1	8.0751	0.0445
1731	4.1-ngram.next_system_utterance__place centre town	4.1	8.0751	0.0445
1732	4.1-ngram.next_system_utterance__place centre	4.1	8.0751	0.0445
1733	5-phrase_feature__noun_phrases__next_system_utterance__world	5	8.0696	0.0446
1734	4.1-ngram.current_user_utterance__european restaurant	4.1	8.0655	0.0447
1735	4.1-ngram.next_user_utterance__american	4.1	8.0649	0.0447
1736	5-phrase_feature__noun_phrases__next_system_utterance__meze	5	8.0439	0.0451
1737	4.1-ngram.next_system_utterance__indian food	4.1	8.0410	0.0452
1738	6-entity_feature__entity__next_system_utterance__248882_NUMBER	6	8.0368	0.0453
1739	5-phrase_feature__noun_phrases__next_system_utterance__tasty_chinese_food	5	8.0368	0.0453
1740	7-syntactic_feature__root_word__next_system_utterance__248882	7	8.0368	0.0453
1741	4.1-ngram.current_user_utterance__number address	4.1	8.0337	0.0453
1742	4.1-ngram.current_user_utterance__phone number address	4.1	8.0337	0.0453
1743	4.1-ngram.current_user_utterance__swiss	4.1	8.0270	0.0455
1744	4.1-ngram.current_user_utterance__swiss food	4.1	8.0270	0.0455
1745	4.1-ngram.current_user_utterance__korean food	4.1	8.0212	0.0456
1746	7-syntactic_feature__subj_word__next_system_utterance__centre	7	8.0195	0.0456
1747	6-entity_feature__entity__next_system_utterance__33-34_NUMBER	6	8.0195	0.0456
1748	4.1-ngram.next_system_utterance__rice house serves	4.1	8.0186	0.0456
1749	4.1-ngram.next_user_utterance__greek	4.1	8.0013	0.0460
1750	4.1-ngram.next_system_utterance__serving greek food	4.1	7.9952	0.0461
1751	4.1-ngram.next_system_utterance__serving greek	4.1	7.9952	0.0461
1752	4.1-ngram.next_system_utterance__restaurant serving greek	4.1	7.9952	0.0461
1753	7-syntactic_feature__root_word__current_user_utterance__care	7	7.9946	0.0461
1754	4.1-ngram.next_system_utterance__post code cambridge	4.1	7.9896	0.0462
1755	4.1-ngram.next_system_utterance__code cambridge	4.1	7.9896	0.0462
1756	4.1-ngram.next_system_utterance__code cambridge lodge	4.1	7.9896	0.0462
1757	4.1-ngram.next_system_utterance__spice	4.1	7.9789	0.0465
1758	4.1-ngram.next_system_utterance__royal spice	4.1	7.9789	0.0465
1759	4.1-ngram.next_system_utterance__number nandos 01223	4.1	7.9623	0.0468
1760	4.1-ngram.next_system_utterance__nandos 01223 327908	4.1	7.9623	0.0468
1761	4.1-ngram.next_system_utterance__nandos 01223	4.1	7.9623	0.0468
1762	4.1-ngram.next_system_utterance__victoria	4.1	7.9369	0.0473
1763	5-phrase_feature__noun_phrases__next_user_utterance__creative_food	5	7.9355	0.0474
1764	5-phrase_feature__noun_phrases__current_user_utterance__german_food	5	7.9355	0.0474
1765	4.1-ngram.next_system_utterance__regent street	4.1	7.9302	0.0475
1766	4.1-ngram.next_system_utterance__regent	4.1	7.9302	0.0475
1767	5-phrase_feature__noun_phrases__next_system_utterance__west_part	5	7.9040	0.0480
1768	5-phrase_feature__noun_phrases__next_system_utterance__brazilian_restaurant	5	7.9040	0.0480
1769	8.1-lda_feature.current_user_utterance__topic_29	8.1	7.8827	0.0485
1770	5-phrase_feature__noun_phrases__current_user_utterance__european_food	5	7.8595	0.0490
1771	4.1-ngram.next_user_utterance__austrian food	4.1	7.8471	0.0493
1772	5-phrase_feature__noun_phrases__current_user_utterance__vietnamese	5	7.8470	0.0493
1773	4.1-ngram.next_system_utterance__clifton way cherry	4.1	7.8375	0.0495
1774	4.1-ngram.next_system_utterance__way cherry	4.1	7.8375	0.0495
1775	4.1-ngram.next_system_utterance__way cherry hinton	4.1	7.8375	0.0495
1776	5-phrase_feature__noun_phrases__next_system_utterance__serving_indonesian_food	5	7.8296	0.0497
1777	5-phrase_feature__noun_phrases__next_system_utterance__indonesian_food	5	7.8296	0.0497
1778	4.1-ngram.next_system_utterance__24	4.1	7.8288	0.0497
1779	4.1-ngram.current_user_utterance__im looking moderately	4.1	7.8260	0.0497
1780	4.1-ngram.current_user_utterance__id like	4.1	7.8159	0.0500
1781	4.1-ngram.current_user_utterance__id	4.1	7.8159	0.0500
1782	5-phrase_feature__noun_phrases__next_system_utterance__moderate_seafood_food	5	7.8084	0.0501
1783	5-phrase_feature__noun_phrases__next_system_utterance__korean_restaurant_right	5	7.8084	0.0501
1784	5-phrase_feature__noun_phrases__next_system_utterance__moderate_seafood	5	7.8084	0.0501
1785	5-phrase_feature__noun_phrases__next_system_utterance__polynesian_restaurant_right	5	7.8084	0.0501
1786	5-phrase_feature__noun_phrases__next_user_utterance__singaporean_food	5	7.8084	0.0501
1787	5-phrase_feature__noun_phrases__next_system_utterance__serving_moderate_seafood	5	7.8084	0.0501
1788	7-syntactic_feature__root_word__next_user_utterance__start	7	7.8084	0.0501
1789	5-phrase_feature__noun_phrases__next_system_utterance__german_restaurant	5	7.8084	0.0501
1790	4.1-ngram.next_user_utterance__unintelligible food	4.1	7.7900	0.0506
1791	4.1-ngram.current_user_utterance__irish	4.1	7.7879	0.0506
1792	4.1-ngram.current_user_utterance__hello	4.1	7.7833	0.0507
1793	5-phrase_feature__noun_phrases__current_user_utterance__english_food	5	7.7694	0.0510
